gpa_id,gpa_name,website,start_year,recent_year,subject_area,subject_collapsed,creator_name,creator_type,creator_clean,creator_collapsed,country,country_collapsed,ISO3,active
144,Hunger and Nutrition Commitment Index,http://opendocs.ids.ac.uk/opendocs/bitstream/handle/123456789/2955/ER25%20Final%20Online.pdf?sequence=1_source=hanci,2012,2014,"Social, Development","Social, Development",Insitute of Devlopment Studies,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
145,Ibrahim Index of African Governance,http://www.moibrahimfoundation.org/iiag/,2007,2016,Governance,Governance,Mo Ibrahim Foundation,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
146,ICT Development Index,http://www.itu.int/ITU-D/ict/publications/idi/,2009,2016,"Economic, Development","Economic, Development",International Telecommunications Union (ITU),5,IGO,IGO,Switzerland,Europe,CHE,TRUE
147,IDA Resource Allocation Index,http://ida.worldbank.org/financing/ida-resource-allocation-index,2015,2015,"Economic, Development","Economic, Development",IDA,5,IGO,IGO,United States,United States,USA,TRUE
148,IDA Special Allocation Index,http://ida.worldbank.org/financing/ida-special-allocation-index-isai-0,2015,2015,"Economic, Development","Economic, Development",IDA,5,IGO,IGO,United States,United States,USA,TRUE
149,ILAB country assesments ,http://www.dol.gov/ilab/reports/child-labor/advancement.htm,2011,2016,Human Rights,Human Rights,US Department of Labor,2,National government,State,USA,United States,USA,TRUE
150,Inclusive Wealth Index,http://isp.unu.edu/events/2012/files/Inclusive_Wealth_Report-2012.pdf,2012,2014,Economic,Economic,IHDP,5,IGO,IGO,USA,United States,USA,TRUE
151,Index of Cognitive Skills and Educational Attainment,http://thelearningcurve.pearson.com/index/index-ranking,2012,2014,Education,Development,Pearson,4,Private,University or Private,United States,United States,USA,TRUE
152,Index of Economic Freedom,http://www.heritage.org/index/ranking,1995,2017,Economic,Economic,Heritage Foundation/ The Wall Street Journal,4,Private,University or Private,USA,United States,USA,TRUE
153,Index of Economic Well-Being,http://www.csls.ca/iwb.asp,2011,2011,Economic,Economic,Centere for the Study of Living Standards,3,NGO,NGO,Canada,Other developed nations,CAN,FALSE
154,Index of Global Philanthropy and Remittances ,https://s3.amazonaws.com/media.hudson.org/files/publications/201703IndexofGlobalPhilanthropyandRemittances2016.pdf,2009,2016,Aid,Development,Hudson Institute,3,NGO,NGO,USA,United States,USA,TRUE
155,Index of Human Freedom,http://www.freetheworld.com/humanFreedom.php,2012,2015,Development,Development,Fraser Institute,3,NGO,NGO,Canada,Other developed nations,CAN,TRUE
156,Index of Human Progress,http://www.fraserinstitute.org/research-news/display.aspx?id=13201,2001,2001,Development,Development,Fraser Institute,3,NGO,NGO,Canada,Other developed nations,CAN,FALSE
157,Index of Knowledge Societies,http://unpan1.un.org/intradoc/groups/public/documents/un/unpan020643.pdf,2005,2005,Social,Social,"UN, Department of Economic and Social Affairs",5,IGO,IGO,United States,United States,USA,FALSE
158,Index of State Weakness,http://www.brookings.edu/research/reports/2008/02/weak-states-index,2008,2008,Governance,Governance,Brookings Institute,3,NGO,NGO,United States,United States,USA,FALSE
159,Industrial Competitiveness of Nations,http://www.unido.org/fileadmin/user_media/Services/PSD/Competitive_Industrial_Performance_Report_UNIDO_2012_2013.PDF,2003,2013,Economic,Economic,UNIDO,5,IGO,IGO,Austria,Europe,AUT,FALSE
160,International Aid Transparency Initiative Annual Report,http://www.aidtransparency.net/annual-report-2013,2013,2016,Aid,Development,International Aid Transparency Initiative,4,Private,University or Private,United Kingdom,United Kingdom,GBR,TRUE
161,International Energy Efficiency Scorecard,http://aceee.org/portal/national-policy/international-scorecard,2012,2014,Environment,Environment,ACEEE,3,NGO,NGO,United States,United States,USA,TRUE
162,International Energy Security Risk Index,http://www.energyxxi.org/international-energy-security-risk-index,2012,2016,Environment,Environment,Energy XXI (US Chamber of Commerce),3,NGO,NGO,United States,United States,USA,TRUE
163,International Institute for Management Development: World Competitiveness Yearbook,http://www.imd.org/news/World-Competitiveness-2013.cfm,1997,2017,"Economic, Governance","Economic, Governance",IMD Buisness School,1,University,University or Private,Switzerland,Europe,CHE,TRUE
164,International Property Rights Index,http://www.internationalpropertyrightsindex.org/,2007,2016,Governance,Governance,Americans for Tax Reform (Property Rights Alliance),3,NGO,NGO,USA,United States,USA,TRUE
165,Investing Across Borders,http://iab.worldbank.org/,2010,2010,Finance,Trade & Finance,World Bank,5,IGO,IGO,United States,United States,USA,FALSE
166,IP Watchlist,http://www.consumersinternational.org/media/947282/ipwatchlist-2012-eng-web2-1.pdf,2009,2017,Economic,Economic,Consumers International ,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
167,IT Industry Competitiveness Index ,http://globalindex11.bsa.org/,2009,2011,"Technology, Economic","Trade & Finance, Economic",The Economist,4,Private,University or Private,USA,United States,USA,FALSE
168,ITUC Global Rights Index,https://www.ituc-csi.org/ituc-global-rights-index-2016?lang=en,2014,2016,Human Rights,Human Rights,ITUC,3,NGO,NGO,Belgium,Europe,BEL,TRUE
169,Knowledge Economy Index,http://siteresources.worldbank.org/INTUNIKAM/Resources/2012.pdf,1995,2012,"Economic, Development","Economic, Development",World Bank,5,IGO,IGO,USA,United States,USA,FALSE
170,KOF Index of Globalization,http://globalization.kof.ethz.ch/,2002,2016,"Economic, Governance, Social","Economic, Governance, Social",KOF-Swiss Federal Institute of Technology Zurich,1,University,University or Private,Switzerland,Europe,CHE,TRUE
171,Legatum Prosperity Index,http://www.prosperity.com/#!/publications,2010,2016,Economic,Economic,Legatum Institute,4,Private,University or Private,United Kingdom,United Kingdom,GBR,TRUE
172,LGBT Military Index,http://www.hcss.nl/news/lgbt_military_index_1,2014,2014,Human Rights,Human Rights,HCSS (Hague Center for Strategic Studies),3,NGO,NGO,Netherlands,Europe,NLD,TRUE
173,Lisbon Scorecard,http://www.ceps.eu/content/1noth-lisbon-scorecard-measures-progress-road-2020-ceps-membership-meeting,2000,2010,Economic,Economic,Center for European Reform,3,NGO,NGO,United Kingdom,United Kingdom,GBR,FALSE
174,Logistics Performance Index,http://lpi.worldbank.org/,2007,2016,"Economic, Trade","Economic, Trade & Finance",The World bank,5,IGO,IGO,USA,United States,USA,TRUE
175,Low-Carbon Competitiveness Index,http://www.vivideconomics.com/uploads/reports/g20-low-carbon-competitiveness-index-2012-update/LCCI_Index_2012_update.pdf,2009,2013,Environment,Environment,Vivid Economics,4,Private,University or Private,United Kingdom,United Kingdom,GBR,FALSE
176,MCC Country Scorecards,https://www.mcc.gov/who-we-fund/scorecards,2004,2017,Governance; Economic,Governance; Economic,MCC,2,National government,State,United States,United States,USA,TRUE
177,Media Sustainability Index,http://www.irex.org/project/media-sustainability-index-msi,2000,2016,"Social, Development","Social, Development",International Research and Exchanges Board/ USaid,2,National government,State,USA,United States,USA,TRUE
178,Millennium Challenge Account country rankings,http://www.mcc.gov/pages/selection/scorecards,2004,2017,Development,Development,U.S. Government Millennium Challenge Corporation,2,National government,State,USA,United States,USA,TRUE
179,Mother’s Index,http://www.savethechildren.org/site/c.8rKLIXMGIpI4E/b.8585863/k.9F31/State_of_the_Worlds_Mothers.htm?msource=wenlpstw0513,2000,2015,Social,Social,Save the Children,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
180,Multidimensional Poverty Index,http://hdr.undp.org/en/statistics/mpi,2010,2016,"Social, Development, Economic","Social, Development, Economic",UNDP,5,IGO,IGO,USA,United States,USA,TRUE
181,Nations in Transit Ratings,http://www.freedomhouse.org/research/nattransit.htm,2004,2016,Governance,Governance,Freedom House,3,NGO,NGO,USA,United States,USA,TRUE
182,Networked Readiness Index (NRI) ,http://www3.weforum.org/docs/GITR/2013/GITR_OverallRankings_2013.pdf,2001,2016,"Finance, Economic","Trade & Finance, Economic",World Economic Forum,3,NGO,NGO,Switzerland,Europe,CHE,TRUE
183,Notre Dame Global Adaptation Index,http://index.gain.org/,1996,2015,Environment,Environment,Notre Dame,1,University,University or Private,United States,United States,USA,TRUE
184,Nuclear Materials Security Index,http://ntiindex.org,2014,2016,Military,Security,Nuclear Threat Initiative (NTI) and the Economist intelligence Unit,3,NGO,NGO,USA,United States,USA,TRUE
185,Ocean Health Index,http://www.oceanhealthindex.org/Countries/,2012,2016,Environment,Environment,Ocean Health Index,8,NGO/country agency,Other,USA,United States,USA,TRUE
186,OECD Better Life Index,http://www.oecdbetterlifeindex.org/,2011,2016,"Social, Economic","Social, Economic",OECD,5,IGO,IGO,USA,United States,USA,TRUE
187,OECD Country Risk Classification,https://www.oecd.org/trade/xcred/cre-crc-current-english.pdf,1999,2017,Economic,Economic,OECD,5,IGO,IGO,France,Europe,FRA,TRUE
188,"OECD Indicators of Employment Protection
",http://www.oecd.org/employment/emp/oecdindicatorsofemploymentprotection.htm,1999,2013,Economic,Economic,OECD,5,IGO,IGO,France,Europe,FRA,FALSE
189,OECD Social Institutions and Gender Index,http://genderindex.org/,2009,2014,"Social, Gender","Social, Human Rights",OECD,5,IGO,IGO,USA,United States,USA,TRUE
190,Open Budget Survey,http://internationalbudget.org,2006,2017,Finance,Trade & Finance,International Budget Partnership,3,NGO,NGO,USA,United States,USA,TRUE
191,Open Data Barometer,http://opendatabarometer.org,2013,2017,Press Freedom,Human Rights,World Wide Web Foundation,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
192,Peace and Conflict Instability Ledger,http://www.cidcm.umd.edu/pc/executive_summary/exec_sum_2012.pdf,2008,2016,Governance,Governance,University of Maryland Center for International Development and conflict Management (CIDCM),1,University,University or Private,USA,United States,USA,TRUE
193,Political Instability Index,http://www.economist.com/node/13349331,2007,2010,Governance,Governance,The Economist,4,Private,University or Private,United Kingdom,United Kingdom,GBR,FALSE
194,Political Risk Map,http://www.aon.com/2016politicalriskmap/,1998,2016,Economic,Economic,AON,4,Private,University or Private,United States,United States,USA,TRUE
195,Political Terror Scale,http://www.politicalterrorscale.org/index.php,1982,2016,"Governance, Human Rights","Governance, Human Rights",Purdue University,1,University,University or Private,USA,United States,USA,TRUE
196,Press Freedom Index,http://en.rsf.org,2002,2016,Press Freedom,Human Rights,Reporters without Borders,3,NGO,NGO,France,Europe,FRA,TRUE
197,Privary Index,https://www.privacyinternational.org,1997,2007,Governance,Governance,Privacy International,3,NGO,NGO,United Kingdom,United Kingdom,GBR,FALSE
198,Program for International Student Assessment (PISA),http://nces.ed.gov/surveys/pisa/,2000,2015,Education,Development,OECD/ Institute of Education Sciences,5,IGO,IGO,"France, USA",Europe,FRA,TRUE
199,Progress in International Reading Literacy Study (PIRLS),http://nces.ed.gov/surveys/pirls/,2001,2017,Education,Development,TIMSS and PIRLS International Study Center (Boston College) and the International Association for the Evaluation of Educational Achievement (IEA) ,6,NGO/university,Other,USA,United States,USA,TRUE
200,Quality of Living Rankings,https://www.imercer.com/content/mobility/quality-of-living-city-rankings.html,2014,2017,"Social, Health","Social, Development",Mercer,4,Private,University or Private,United States,United States,USA,TRUE
201,Quality of Official Development Assistance,http://www.cgdev.org/publication/quality-official-development-assistance-assessment-report,2010,2014,Development,Development,Center for Global Development,3,NGO,NGO,USA,United States,USA,TRUE
202,Rainbow Europe Map and Index,http://www.ilga-europe.org/home/publications/reports_and_other_materials/rainbow_europe,2009,2016,Social,Social,Rainbow Europe,3,NGO,NGO,Belgium,Europe,BEL,TRUE
203,Regional Entrepreneurship and Development Index,https://thegedi.org/regional-gedi/,2013,2013,Economic,Economic,GEDI,3,NGO,NGO,United States,United States,USA,FALSE
204,Religious Freedom Report,http://www.state.gov/j/drl/rls/irf/,2001,2015,"Social, Religion","Social, Human Rights",US Department of State,2,National government,State,USA,United States,USA,TRUE
205,Renewable Energy Country Attractiveness Index,http://www.ey.com/Publication/vwLUAssets/RECAI_40_-_February_2014/$FILE/EY_RECAI%2040_Feb%202014.pdf,2003,2016,"Energy, Environment","Environment, Environment",Ernst& Young,4,Private,University or Private,United Kingdom,United Kingdom,GBR,TRUE
206,Reproductive Risk Index,http://populationaction.org/reports/a-measure-of-survival-calculating-womens-sexual-and-reproductive-risk/,1995,2007,Social,Social,Population Action International,3,NGO,NGO,United States,United States,USA,FALSE
207,Resilience Index (maybe),http://www.fmglobal.com/research-and-resources/tools-and-resources/resilienceindex#!year=2016&idx=Index&handler=map,2012,2016,Economic,Economic,FM Global,4,Private,University or Private,United States,United States,USA,TRUE
208,Resource Governance Index,http://www.revenuewatch.org/rgi,2013,2013,"Environment, Governance","Environment, Governance",National Resource Governance Institute,3,NGO,NGO,USA,United States,USA,FALSE
209,Rule of Law Index,http://worldjusticeproject.org/rule-law-index-map,2009,2016,Governance,Governance,World Justice Project,3,NGO,NGO,USA,United States,USA,TRUE
210,Science and Technology Indicators,ftp://ftp.cordis.europa.eu/pub/indicators/docs/3rd_report.pdf,2001,2003,Development,Development,European Commission,5,IGO,IGO,Belgium,Europe,BEL,FALSE
211,Single Market Scoreboard,http://ec.europa.eu/internal_market/scoreboard/,1997,2016,Governance; Economic,Governance; Economic,European Commission,5,IGO,IGO,Belgium,Europe,BEL,TRUE
212,Social Justice Index ,http://www.sgi-network.org/pdf/SGI11_Social_Justice_OECD.pdf,2012,2016,Social,Social, Bertelsmann Foundation,3,NGO,NGO,Germany,Europe,DEU,TRUE
213,Social Progress Index,http://www.socialprogressimperative.org/data/spi,2014,2016,Social,Social,Social Progress Imperative,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
214,Social Watch Scorecard,http://www.socialwatch.org/node/11939,1999,2005,"Social, Development","Social, Development",Social Watch,3,NGO,NGO,Uruguay,Global South,URY,FALSE
215,Soft Power 30,http://softpower30.portland-communications.com,2015,2016,Governance,Governance,Portland,4,Private,University or Private,United States,United States,USA,TRUE
216,Sovereign Credit Rating,http://www.standardandpoors.com/ratings/sovresearch/en/us,1916,2017,Finance,Trade & Finance,Standard and Poor's,4,Private,University or Private,USA,United States,USA,TRUE
217,Space Competitiveness Index,http://spaceref.biz/2012/08/futron-releases-2012-space-competitiveness-index.html,2008,2014,Technology,Trade & Finance,Futron Corperation,4,Private,University or Private,USA,United States,USA,TRUE
218,Special 301 Report,http://www.ustr.gov/about-us/press-office/reports-and-publications/2013/2013-special-301-report,1989,2016,"Trade, Intellectual Property Rights","Trade & Finance, Legal",Office of United States Trade Representative,2,National government,State,USA,United States,USA,TRUE
219,State Fragility Index ,http://www.systemicpeace.org/GlobalReport2011.pdf,1995,2015,Governance,Governance,Center for Systemic Peace/USaid,3,NGO,NGO,USA,United States,USA,TRUE
220,Statistical Capacity Indicator,"http://web.worldbank.org/WBSITE/EXTERNAL/DATASTATISTICS/EXTWBDEBTSTA/0,,contentMDK:22284270~menuPK:9248396~pagePK:64168445~piPK:64168309~theSitePK:3561370,00.html",2004,2016,Governance,Governance,World Bank,5,IGO,IGO,USA,United States,USA,TRUE
221,Sustainable Governance Indicators,http://www.sgi-network.org/2014/,2009,2016,"Governance, Environment","Governance, Environment",Bertelsmann Foundation,3,NGO,NGO,Germany,Europe,DEU,TRUE
222,Sustainable Society Index,http://www.ssfindex.com/data/,2006,2016,Development,Development,Sustainable Society Foundation,3,NGO,NGO,Netherlands,Europe,NLD,TRUE
223,Tax Attractiveness Index,http://www.taxindex.de,2005,2014,Economic,Economic,Dr. Deborah Schanz,4,Private,University or Private,Germany,Europe,DEU,TRUE
224,Tax Misery & Reform Index,http://www.forbes.com/global/2009/0413/034-tax-misery-reform-index.html,2000,2009,Governance,Governance,Forbes,4,Private,University or Private,United States,United States,USA,FALSE
225,Telefónica Index on Digital Life (maybe),http://indexdigitallife.telefonica.com,2014,2016,Technology,Trade & Finance,Telefonica,4,Private,University or Private,NA,NA,NA,TRUE
226,Terrorism and Political Violence Map,http://www.aon.com/terrorismmap/default.jsp,2011,2016,Economic,Economic,AON,4,Private,University or Private,United States,United States,USA,TRUE
227,The African Report on Child Wellbeing / The Child Friendliness Index,http://www.awepa.org/wp-content/uploads/2013/12/ARCW2013-English.pdf,2008,2018,"Social, Development","Social, Development",African Child Policy Forum,3,NGO,NGO,Ethiopia,Global South,ETH,TRUE
228,The Big Mac Index,http://www.economist.com/markets/Bigmac/Index.cfm,1986,2017,Finance,Trade & Finance,The Economist,4,Private,University or Private,USA,United States,USA,TRUE
229,The Enabling Trade Index ,http://www3.weforum.org/docs/WEF_GlobalEnablingTrade_Report_2014.pdf,2008,2016,"Trade, Intellectual Property Rights","Trade & Finance, Legal",Word Economic Forum,5,IGO,IGO,Switzerland,Europe,CHE,TRUE
230,The Glass Ceiling Index,http://www.economist.com/blogs/graphicdetail/2013/03/daily-chart-3,2013,2016,"Gender, Social, Economic","Human Rights, Social, Economic",The Economist,4,Private,University or Private,United Kingdom,United Kingdom,GBR,TRUE
231,Trafficking in Persons report,http://www.state.gov/j/tip/rls/tiprpt/,2001,2016,Social,Social,US Department of State,2,National government,State,USA,United States,USA,TRUE
232,Transformation Index (BTI),http://www.bti-project.org/index/,2003,2016,"Governance, Economic","Governance, Economic",Bertelsmann Foundation,3,NGO,NGO,Germany,Europe,DEU,TRUE
233,Travel and Tourism Competitiveness Report,http://www3.weforum.org/docs/WEF_TravelTourismCompetitiveness_Report_2011.pdf,2007,2015,Tourism,Development,World Economic Forum,3,NGO,NGO,Switzerland,Europe,CHE,TRUE
234,Trends in International Mathematics and Science Study (TIMSS),http://nces.ed.gov/Timss/,1995,2015,Education,Development,TIMSS and PIRLS International Study Center (Boston College) and the International Association for the Evaluation of Educational Achievement (IEA) ,6,NGO/university,Other,USA,United States,USA,TRUE
235,UN World Water Development Report,http://unesdoc.unesco.org/images/0022/002257/225741E.pdf,2003,2017,"Environment, Development","Environment, Development",UN,5,IGO,IGO,USA,United States,USA,TRUE
236,UN's Technology Achievement Index,http://unpan1.un.org/intradoc/groups/public/documents/apcity/unpan014340.pdf,2002,2009,"Technology, Development","Trade & Finance, Development",UN,5,IGO,IGO,USA,United States,USA,FALSE
237,Under Five Mortality Rank,http://www.unicef.org/sowc2013/files/SWCR2013_ENG_Lo_res_24_Apr_2013.pdf,1996,2015,"Social, Health","Social, Development",UNICEF,5,IGO,IGO,USA,United States,USA,TRUE
238,US Chamber International IP Index,http://www.theglobalipcenter.com/gipcindex/,2014,2017,Economic,Economic,GIPC,3,NGO,NGO,United States,United States,USA,TRUE
239,Visa Restrictions Index,http://visaindex.com,2007,2017,Governance,Governance,Henley and Partners,4,Private,University or Private,NA,NA,NA,TRUE
240,Web Index,https://thewebindex.org/,2012,2014,Technology,Trade & Finance,World Wide Web Foundation,3,NGO,NGO,Switzerland,Europe,CHE,TRUE
241,Women's Economic Opportunity Index,http://www.eiu.com/Handlers/WhitepaperHandler.ashx?fi=WEO_full_report_final.pdf&mode=wp&campaignid=weoindex2012,2010,2012,"Gender, Social, Economic","Human Rights, Social, Economic",The Economist,4,Private,University or Private,United Kingdom,United Kingdom,GBR,FALSE
242,Women's Empowerment in Agriculture Index,http://www.ifpri.org/publication/womens-empowerment-agriculture-index,2012,2012,"Social, Development","Social, Development",International Food Policy Research Institute (IFPRI) ,3,NGO,NGO,USA,United States,USA,FALSE
243,World Competitiveness Rankings ,http://www.imd.org/news/World-Competitiveness-2013.cfm,1989,2016,Economic,Economic,International Institute for Management Development ,3,NGO,NGO,Switzerland,Europe,CHE,TRUE
244,World Giving Index,https://www.cafonline.org/publications/2013-publications/world-giving-index-2013.aspx,2010,2016,"Aid, Social","Development, Social",Charities Aid Foundation,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
245,World Happiness Report,http://unsdsn.org/resources/publications/world-happiness-report-2013/,2012,2017,Social,Social,United Nations,5,IGO,IGO,USA,United States,USA,TRUE
246,World Risk Index,http://www.ehs.unu.edu/file/get/10488.pdf,2011,2016,Environment,Environment,UNU-EHS,7,IGO/university,Other,Belgium,Europe,BEL,TRUE
247,Worldwide Governance Indicators,http://data.worldbank.org/data-catalog/worldwide-governance-indicators,1996,2015,Governance,Governance,World Bank,5,IGO,IGO,USA,United States,USA,TRUE
